,game_title,game_id,steam_appid,short_description,header_image,url
534,Viscera Cleanup Detail Santa's Rampage,3387,265210.0,"Tragedy! Santa; the toy giving folk-hero, and purveyor of fine Christmas goods, has had enough. Endless requests from greedy children wanting more and more every year, tax increases, pressure from elf unions, bills, reindeer!",https://steamcdn-a.akamaihd.net/steam/apps/265210/header.jpg?t=1478187383,https://store.steampowered.com/app/265210/Viscera_Cleanup_Detail_Santas_Rampage/
535,Devil May Cry 3 Special Edition,857,6550.0,"Dante's past is now revealed as Devil May Cry returns to its roots. Master Dante's multiple fighting styles while battling never before seen demons and new characters as you fight your way towards a brutal confrontation with Dante's mysterious twin brother, Vergil.",https://steamcdn-a.akamaihd.net/steam/apps/6550/header.jpg?t=1554414035,https://store.steampowered.com/app/6550/Devil_May_Cry_3_Special_Edition/
536,Lost Planet 2,1785,45750.0,"Lost Planet 2, the sequel to Lost Planet™: Extreme Condition, the landmark third-person shooter that sold over 2.3 million units worldwide, is now available on Steam!",https://steamcdn-a.akamaihd.net/steam/apps/45750/header.jpg?t=1550021884,https://store.steampowered.com/app/45750
537,Jigoku Kisetsukan Sense of the Seasons,1623,368950.0,Jigoku Kisetsukan is a bullet hell shootergame with anime-style drawings and chip music.,https://steamcdn-a.akamaihd.net/steam/apps/368950/header.jpg?t=1487099596,https://store.steampowered.com/app/368950/Jigoku_Kisetsukan_Sense_of_the_Seasons/
538,Dungeon Party,970,215870.0,"Dungeon Party is a free online game that is played in teams. You are plunged into a totally crazy, heroic-fantasy world, where you compete in teams of heroes in dungeons full of deadly traps and awesome monsters to win the treasures they are trying so hard to hide.",https://steamcdn-a.akamaihd.net/steam/apps/215870/header.jpg?t=1539183437,https://store.steampowered.com/app/215870
539,Spore Galactic Adventures,2815,24720.0,"Take Your Creature From Zero To Galactic Hero Get out of your starship and turn your Spore creatures into legendary Space Captains. For the first time, beam down with your allies to take on action-packed, planetside adventures.",https://steamcdn-a.akamaihd.net/steam/apps/24720/header.jpg?t=1473276099,https://store.steampowered.com/app/24720/SPORE_Galactic_Adventures/
540,Block N Load,377,299360.0,"Five of you. Five of them. Face off in a battle where everything you build, destroy, construct or shoot has a devastating impact on the entire game. Build defences using a crazy range of block types and work together in this FPS where no game is EVER the same. NOW FREE TO PLAY.",https://steamcdn-a.akamaihd.net/steam/apps/299360/header.jpg?t=1553164465,https://store.steampowered.com/app/299360
541,Who's That Flying?!,3466,57700.0,As the mysterious and powerful &quot;Guardian of Earth&quot; your steely eye and HYPER-POWERED LASER ARM have kept the citizens of Earth safe for generations.,https://steamcdn-a.akamaihd.net/steam/apps/57700/header.jpg?t=1447353865,https://store.steampowered.com/app/57700
542,Tom Clancy's Ghost Recon Future Soldier,3233,212630.0,Join an elite team of special-ops soldiers in the globe’s most deadly warzones to hunt down the highest value targets.,https://steamcdn-a.akamaihd.net/steam/apps/212630/header.jpg?t=1472606318,https://store.steampowered.com/app/212630/Tom_Clancys_Ghost_Recon_Future_Soldier/
543,TDP5 Arena 3D,2958,355070.0,"TDP5: Arena - the outstanding Free-To-Play 3D online shooter game with RPG elements, styled as 2D platformer. Real physics, various maps, achievement system, flexible adjustment of talents, leaderboard and much more you can find in our game! Come quickly!",https://steamcdn-a.akamaihd.net/steam/apps/355070/header.jpg?t=1447370475,https://store.steampowered.com/app/355070
544,Dragon's Prophet,942,259020.0,"From the creators of Runes of Magic, Dragon's Prophet is a free to play fantasy MMO that transports you to the breathtaking world of Auratia, a realm where dragons fill the sky. For thousands of years, the epic wars between ancient dragons have threatened to plunge Auratia into chaos.",https://steamcdn-a.akamaihd.net/steam/apps/259020/header.jpg?t=1530040584,https://store.steampowered.com/app/259020
545,Hate Plus,1467,239700.0,"Let's spend the next three real-time days together uncovering the mystery of what went horribly wrong on a derelict generation ship, with the help of a spunky/more-than-slightly-traumatized AI sidekick! A sequel to Analogue: A Hate Story that tells a whole new hate story of its own.",https://steamcdn-a.akamaihd.net/steam/apps/239700/header.jpg?t=1447357933,https://store.steampowered.com/app/239700
546,Analogue A Hate Story,160,209370.0,"A dark visual mystery novel featuring transhumanism, traditional marriage, loneliness, and cosplay. Two pursuable characters. Five endings. Welcome to the future.",https://steamcdn-a.akamaihd.net/steam/apps/209370/header.jpg?t=1447355559,https://store.steampowered.com/app/209370/Analogue_A_Hate_Story/
547,Grey Goo,1384,290790.0,Grey Goo is a real-time strategy (RTS) game that combines classic strategy mechanics and a balanced combat system with an emphasis on large-scale decision-making.,https://steamcdn-a.akamaihd.net/steam/apps/290790/header.jpg?t=1511802979,https://store.steampowered.com/app/290790
548,Dysfunctional Systems Learning to Manage Chaos,994,248800.0,"From Dischan Media, creators of the highly acclaimed Juniper's Knot, comes Dysfunctional Systems: Learning to Manage Chaos.Dysfunctional Systems is a visual novel series featuring Winter Harrison, a student mediator from a utopian world. Learning to Manage Chaos is the first entry in the series.What is a mediator?",https://steamcdn-a.akamaihd.net/steam/apps/248800/header.jpg?t=1447358461,https://store.steampowered.com/app/248800
549,Prince of Persia,2283,19980.0,"The critically acclaimed Prince of Persia® franchise returns for the first time on next-generation platforms with an all-new epic journey. Built by the same award-winning Ubisoft Montreal studio that created Assassin's Creed™, Prince of Persia has been in development for over three years to deliver a whole new action-adventure gaming...",https://steamcdn-a.akamaihd.net/steam/apps/19980/header.jpg?t=1451472861,https://store.steampowered.com/app/19980/Prince_of_Persia/
550,Baldur's Gate II Enhanced Edition,285,257350.0,Can you resist the evil in your blood and forsake the dark destiny that awaits you? Or will you embrace your monstrous nature and ascend to godhood as the new Lord of Murder?,https://steamcdn-a.akamaihd.net/steam/apps/257350/header.jpg?t=1533578246,https://store.steampowered.com/app/257350/Baldurs_Gate_II_Enhanced_Edition/
551,Might & Magic X - Legacy,1924,238750.0,"After a decade, a Might &amp; Magic® RPG is back with both the unique core formula and a new set of improved and fine-tuned features. The best RPG of its class!In the wake of the spectacular events in Might &amp; Magic® Heroes® VI, you will play in a party of four adventurers entangled in intrigue and political machinations unfolding in...",https://steamcdn-a.akamaihd.net/steam/apps/238750/header.jpg?t=1455812538,https://store.steampowered.com/app/238750/Might__Magic_X__Legacy/
552,X-COM Enforcer,3519,7770.0,X-COM: Earth's top-secret eXtraterrestrial COMbat unit The Place: America - early 21st century The Mission: Eradicate the extraterrestrials Alien forces have invaded Earth and are terrorizing the population.,https://steamcdn-a.akamaihd.net/steam/apps/7770/header.jpg?t=1531947565,https://store.steampowered.com/app/7770
553,Gothic II Gold Edition,1362,39510.0,Gothic II: Gold Edition brings together the excitement of Gothic II and the add-on Night of the Raven to your fingertips! You have torn down the magical barrier and released the prisoners of the Mine Valley. Now the former criminals of the forests and mountains are causing trouble around the capital of Khorinis.,https://steamcdn-a.akamaihd.net/steam/apps/39510/header.jpg?t=1533039612,https://store.steampowered.com/app/39510/Gothic_II_Gold_Edition/
554,Lume,1797,105100.0,"With a set built entirely out of paper and cardboard, and sumptuously filmed, Lume is a game with a style unlike any other.",https://steamcdn-a.akamaihd.net/steam/apps/105100/header.jpg?t=1447354205,https://store.steampowered.com/app/105100
555,Electronic Super Joy,1028,244870.0,"Electronic Super Joy is a brutally hard platformer set in a world of pulse-pounding electronic music. Run, jump, smash &amp; fly your way through 45+ weird &amp; different levels, with low-gravity, world rotation, giant monsters &amp; swarming missiles.",https://steamcdn-a.akamaihd.net/steam/apps/244870/header.jpg?t=1504456548,https://store.steampowered.com/app/244870
556,Blood of the Werewolf,391,260250.0,"Blood of the Werewolf (2.0) Become Selena, loving mother, devoted wife and -- powerful werewolf. Take revenge on the monsters that have slain your husband and stolen your child, in this love letter to classic platformers.",https://steamcdn-a.akamaihd.net/steam/apps/260250/header.jpg?t=1447359211,https://store.steampowered.com/app/260250
557,Finding Teddy,1201,259600.0,"We are currently working on Finding Teddy 2 !!Stay tuned, we are currently sending confidential preview versions to journalistsSpecial Offer : Buy Finding Teddy and get Free OST !In BriefThe revival of Point'n-Click.Graphics completely handmade, realized pixel by pixel.",https://steamcdn-a.akamaihd.net/steam/apps/259600/header.jpg?t=1447359174,https://store.steampowered.com/app/259600
558,Love,1790,269270.0,"Love is a reductive platforming game with a retro aesthetic and a focus on a challenging difficulty. It has an custom respawn system, 16 levels, 12 track soundtrack, competitive scoring, and a simple-to-use level creation feature.",https://steamcdn-a.akamaihd.net/steam/apps/269270/header.jpg?t=1548431142,https://store.steampowered.com/app/269270/LOVE/
559,Minecraft Story Mode - A Telltale Games Series,1929,376870.0,"Episode 1 is now FREE - for a limited time! In Minecraft: Story Mode, playing as either a male or female hero named 'Jesse,' you’ll embark on a perilous adventure across the Overworld, through the Nether, to the End, and beyond.",https://steamcdn-a.akamaihd.net/steam/apps/376870/header.jpg?t=1493405369,https://store.steampowered.com/app/376870
560,Half Minute Hero Super Mega Neo Climax Ultimate Boy,1442,214830.0,"The world is at an end, and you have 30 seconds to save it!",https://steamcdn-a.akamaihd.net/steam/apps/214830/header.jpg?t=1457071452,https://store.steampowered.com/app/214830/Half_Minute_Hero_Super_Mega_Neo_Climax_Ultimate_Boy/
561,Hitman Blood Money,1512,6860.0,"Money Talks. Silence Pays. Prepare to Make a Killing. When assassins from Agent 47's contract agency, The ICA, are eliminated in a series of hits, it seems a larger, more powerful agency has entered the fray. Sensing he may be a target, 47 travels to America, and prepares to make a killing.",https://steamcdn-a.akamaihd.net/steam/apps/6860/header.jpg?t=1548767813,https://store.steampowered.com/app/6860/Hitman_Blood_Money/
562,Krater,1693,42170.0,The game brings you far into the future of a post-apocalyptic Sweden.,https://steamcdn-a.akamaihd.net/steam/apps/42170/header.jpg?t=1478100604,https://store.steampowered.com/app/42170
563,Dragon The Game,939,305960.0,In this open world action role-playing game you will bring your dragon's story to life. Become a terrifying or benevolent dragon powerful enough to threaten kingdoms and leave its claw-mark in history. WARNING: DRAGON IS IN EARLY ACCESS ALPHA. IT IS NOT A COMPLETED GAME.,https://steamcdn-a.akamaihd.net/steam/apps/305960/header.jpg?t=1492722766,https://store.steampowered.com/app/305960
564,Draw a Stickman EPIC,947,248650.0,"Draw a stickman, then guide him through a fantastic world of adventure! Using an assortment of pencils, draw elements, tools, and weapons to solve puzzles and overcome obstacles.",https://steamcdn-a.akamaihd.net/steam/apps/248650/header.jpg?t=1478113868,https://store.steampowered.com/app/248650
565,Unreal Gold,3344,13250.0,"Your prison ship has crash-landed on the fastest, sleekest, most dangerous 3D world ever created. Look around, crystal clear water shimmers, shadows dance and shift, alien architecture fades into the horizon.",https://steamcdn-a.akamaihd.net/steam/apps/13250/header.jpg?t=1447351267,https://store.steampowered.com/app/13250
566,Expeditions Conquistador,1102,237430.0,"Conquer the New world: In the 16th Century, Spanish explorers and soldiers reached the shores of America. The search for gold, fame, and adventure drove these travelers into a treacherous wilderness where they faced hunger, disease, and dangerous predators. In their wake, the Aztec Empires lay in ruins.",https://steamcdn-a.akamaihd.net/steam/apps/237430/header.jpg?t=1542611384,https://store.steampowered.com/app/237430/Expeditions_Conquistador/
567,Tom Clancy's Splinter Cell,3242,13560.0,"Infiltrate terrorists' positions, acquire critical intelligence by any means necessary, execute with extreme prejudice, and exit without a trace! You are Sam Fisher, a highly trained secret operative of the NSA's secret arm: Third Echelon.",https://steamcdn-a.akamaihd.net/steam/apps/13560/header.jpg?t=1447351280,https://store.steampowered.com/app/13560/Tom_Clancys_Splinter_Cell/
568,Sid Meier's Ace Patrol Pacific Skies,2684,244090.0,Battle to Rule the Pacific Skies!Take flight over the treacherous Pacific waters where ace pilots redefine historic World War II battles! Skillfully pilot the most iconic American and Japanese fighter planes of the Pacific War while representing the army or navy.,https://steamcdn-a.akamaihd.net/steam/apps/244090/header.jpg?t=1526517890,https://store.steampowered.com/app/244090
569,Helicopter Simulator 2014 Search and Rescue,1488,266290.0,"Become an emergency pilot and test your skills to their limits, as you sit in the cockpit of an emergency helicopter, across more than 40 challenging missions.",https://steamcdn-a.akamaihd.net/steam/apps/266290/header.jpg?t=1555665868,https://store.steampowered.com/app/266290/Helicopter_Simulator_2014_Search_and_Rescue/
570,Oddworld Munch's Oddysee,2101,15740.0,"New port for 2016! 60 FPS, higher res textures, higher poly models, improved audio, numerous fixes and improvements, and trading cards, badges, emotes and backgrounds!",https://steamcdn-a.akamaihd.net/steam/apps/15740/header.jpg?t=1548161050,https://store.steampowered.com/app/15740/Oddworld_Munchs_Oddysee/
571,Deus Ex Invisible War,853,6920.0,"Approximately 20 years after the events depicted in Deus Ex, The World is only beginning to recover from a Catastrophic worldwide depression. In the Chaotic period of recovery, several religious and political factions see an opportunity to re-shape a worldwide government to their agendas, understanding that the right moves now could...",https://steamcdn-a.akamaihd.net/steam/apps/6920/header.jpg?t=1471975319,https://store.steampowered.com/app/6920/Deus_Ex_Invisible_War/
572,DarkStar One,759,12330.0,"Darkstar One offers a fantastic amount of freedom of choice. The story-based missions gradually lead you deeper into the galaxy to new races, new technologies and ever stronger opponents. Explore a vast array of solar systems in search of hidden artifacts of ancient races, essential objects for upgrading your ship--the Darkstar One.",https://steamcdn-a.akamaihd.net/steam/apps/12330/header.jpg?t=1447351239,https://store.steampowered.com/app/12330/Darkstar_One/
573,Rayman Origins,2393,207490.0,Experience the magical universe of Rayman with legendary 2D gameplay that has captured the hearts of millions of fans!,https://steamcdn-a.akamaihd.net/steam/apps/207490/header.jpg?t=1546280111,https://store.steampowered.com/app/207490/Rayman_Origins/
574,Giana Sisters Twisted Dreams,1334,223220.0,Giana Sisters: Twisted Dreams is a blistering hardcore platformer with contrasting worlds.,https://steamcdn-a.akamaihd.net/steam/apps/223220/header.jpg?t=1544013988,https://store.steampowered.com/app/223220/Giana_Sisters_Twisted_Dreams/
575,Order of War,2133,34600.0,"October 22, 2009 - Update Wargaming.net has released free Downloadable Content for Order of War. The DLC will download automatically the next time you launch the game. This DLC contains all the formerly exclusive pre-order items which include: Heavy Bomber Squadrons - Addition of German Arado and Allied B-24 Marauder heavy bomber units...",https://steamcdn-a.akamaihd.net/steam/apps/34600/header.jpg?t=1478097012,https://store.steampowered.com/app/34600/Order_of_War/
576,Blood One Unit Whole Blood,389,299030.0,"You carved your soul to shreds in servitude to a dark god, but false promises and betrayal were your only reward. Now you have a score to settle and it will be measured in blood! Experience the madness in one carnage-soaked package! All the gore, all the unholy war! Zombies, gargoyles, hellhounds and blood-crazed hordes of horrors await!",https://steamcdn-a.akamaihd.net/steam/apps/299030/header.jpg?t=1464632996,https://store.steampowered.com/app/299030/Blood_One_Unit_Whole_Blood/
577,Depression Quest,835,270170.0,"Depression Quest is an interactive fiction game where you play as someone living with depression. You are given a series of everyday life events and have to attempt to manage your illness, relationships, job, and possible treatment.",https://steamcdn-a.akamaihd.net/steam/apps/270170/header.jpg?t=1447359786,https://store.steampowered.com/app/270170
578,StarDrive,2844,220660.0,"As a space bear, human or any other race, venture forth into the galaxy, create custom ships, conquer new worlds, build new colonies and defend your very existence against those who would take what is yours.",https://steamcdn-a.akamaihd.net/steam/apps/220660/header.jpg?t=1447356594,https://store.steampowered.com/app/220660
579,LIGHTNING RETURNS FINAL FANTASY XIII,1713,345350.0,Lightning Returns is the concluding chapter of the Final Fantasy XIII saga and series heroine Lightning's final battle. The grand finale of the trilogy brings a world reborn as well as free character customization and stunning action based battles.,https://steamcdn-a.akamaihd.net/steam/apps/345350/header.jpg?t=1547742062,https://store.steampowered.com/app/345350/LIGHTNING_RETURNS_FINAL_FANTASY_XIII/
580,The Magic Circle,3114,323380.0,"In this darkly comedic story, you are the hero of an unfinished fantasy game, and your designers have failed you. Steal the power of a game god - trap their creations, swap behaviors and body parts, crafting your own unique solutions to free-form puzzles. Can you release a game ...from the inside?",https://steamcdn-a.akamaihd.net/steam/apps/323380/header.jpg?t=1478023020,https://store.steampowered.com/app/323380
581,Hand Of Fate,1460,266510.0,"Deckbuilding comes to life in Hand of Fate! An infinitely replayable series of quests - earn new cards, build your deck, then try to defeat it! In a cabin at the end of the world, the game of life and death is played. Draw your cards, play your hand, and discover your fate.",https://steamcdn-a.akamaihd.net/steam/apps/266510/header.jpg?t=1542604069,https://store.steampowered.com/app/266510/Hand_of_Fate/
582,Ys The Oath in Felghana,3548,207320.0,An Action RPG driven by fast-paced combat and paired with an intricate puzzle-filled world.,https://steamcdn-a.akamaihd.net/steam/apps/207320/header.jpg?t=1539028010,https://store.steampowered.com/app/207320/Ys_The_Oath_in_Felghana/
583,PixelJunk Shooter,2231,255870.0,"In PixelJunk™ Shooter, you must pilot your spacecraft through a range of cavernous environments in a bid to save the scientists trapped underground. Making your way through the game will rely on your keen sense of observation and the ability to manipulate your surroundings.",https://steamcdn-a.akamaihd.net/steam/apps/255870/header.jpg?t=1484562590,https://store.steampowered.com/app/255870/PixelJunk_Shooter/
584,Meridian New World,1898,265120.0,"Slip into the role of Daniel Hanson, commander of the first mission to a remote planet called Meridian. Assured of the fact that the planet is uninhabited, the unexpected reception of a distress call from the surface could mean many things, none of which you are prepared for.",https://steamcdn-a.akamaihd.net/steam/apps/265120/header.jpg?t=1478293555,https://store.steampowered.com/app/265120/Meridian_New_World/
585,Kung Fu Strike The Warrior's Rise,1695,212030.0,"Taking its inspiration from ancient Chinese tales of revenge and retribution and then adding a dash of over-the-top martial arts and old school arcade fun, Kung Fu Strike features 28 stages of fast-paced combo-based fighting.",https://steamcdn-a.akamaihd.net/steam/apps/212030/header.jpg?t=1555310636,https://store.steampowered.com/app/212030/Kung_Fu_Strike__The_Warriors_Rise/
586,Mushroom 11,1978,243160.0,"An award-winning anti-platformer where destruction is the only way to move. Mold yourself into any form by destroying your cells, and traverse a devastated landscape filled with brain-twisting puzzles and bizarre mutations. Are you ready to break the mold?",https://steamcdn-a.akamaihd.net/steam/apps/243160/header.jpg?t=1478022589,https://store.steampowered.com/app/243160
587,The Fall,3073,290770.0,"Take the role of ARID, the artificial intelligence within a high-tech combat suit. The Fall is a unique combination of adventure-game puzzle solving and side-scroller action, all set within a dark and atmospheric story. Get ready for a disturbing journey as you explore the world of The Fall.",https://steamcdn-a.akamaihd.net/steam/apps/290770/header.jpg?t=1518119938,https://store.steampowered.com/app/290770
588,RONIN,2363,274230.0,Ronin is stylish a turn-based action platformer following the exploits of a vengeful heroine determined to strike down five prominent figures of a powerful corporation.,https://steamcdn-a.akamaihd.net/steam/apps/274230/header.jpg?t=1529227454,https://store.steampowered.com/app/274230
589,Call of Juarez Bound in Blood,496,21980.0,"THE OLD WEST, 1864. In order to save their family, the McCall brothers will kill anyone who stands between them and the legendary Gold of Juarez. But when the allure of women and money tests their bond as brothers, will the blood they share prove to be thicker?",https://steamcdn-a.akamaihd.net/steam/apps/21980/header.jpg?t=1472141831,https://store.steampowered.com/app/21980/Call_of_Juarez_Bound_in_Blood/
590,Unstoppable Gorg,3349,18120.0,Defend the solar system from fearsome aliens by sending satellites into orbit in revolutionary tower defense action!,https://steamcdn-a.akamaihd.net/steam/apps/18120/header.jpg?t=1480408485,https://store.steampowered.com/app/18120
591,GALAK-Z,1283,300580.0,"Brand New features!! The Void DLC offers endless gameplay, Online Leaderboards, and a Daily Challenge that allows players to compete worldwide for the top score. Anime inspired 2D space combat simulation at its best! GALAK-Z is a modern, A.I.",https://steamcdn-a.akamaihd.net/steam/apps/300580/header.jpg?t=1462549577,https://store.steampowered.com/app/300580
592,Ultratron,3328,219190.0,"Experience the addictive gameplay of old-school arcade favourites, updated and improved for the 21st century! Unique retro-futuristic sound and graphics, player responsive difficulty, and a subtle system of tactics combined with classic gameplay make Ultratron a fun and hypnotic arcade blast.",https://steamcdn-a.akamaihd.net/steam/apps/219190/header.jpg?t=1525215647,https://store.steampowered.com/app/219190
593,Droid Assault,957,219200.0,"Play Droid Assault and experience running blaster battles with hordes of rampaging killer robots! Discover a unique tactical arcade shooter, with the fun addictive gameplay of 8-bit classics. You'll need your wits and the help of your acquired droid squad to stay alive in this fast-paced retro actionfest.",https://steamcdn-a.akamaihd.net/steam/apps/219200/header.jpg?t=1525215589,https://store.steampowered.com/app/219200
594,Tales from Space Mutant Blobs Attack,2977,206370.0,A sci-fi puzzle-platformer of cataclysmic proportions! You’re an ill-tempered blob that grows in size by swallowing everything in its path. Evolve from a tiny captive into a world-eating giant. Use your mutant blob powers to devour the pathetic humans and all of civilization!,https://steamcdn-a.akamaihd.net/steam/apps/206370/header.jpg?t=1553890895,https://store.steampowered.com/app/206370
595,Titan Attacks,3217,203210.0,"As the last surviving tank commander on Earth, single-handedly turn back the evil invading alien army, drive back the Titans across the Solar System, and defeat them on their homeworld... Titan Attacks has the same easy-to-learn and addictive gameplay of the classic arcade shoot 'em up, but is packed full of extras - new features, new...",https://steamcdn-a.akamaihd.net/steam/apps/203210/header.jpg?t=1525215696,https://store.steampowered.com/app/203210
596,Assassin's Creed Syndicate,230,368500.0,"London, 1868. In the heart of the Industrial Revolution, lead your underworld organization and grow your influence to fight those who exploit the less privileged in the name of...",https://steamcdn-a.akamaihd.net/steam/apps/368500/header.jpg?t=1532007117,https://store.steampowered.com/app/368500/Assassins_Creed_Syndicate/
597,Dead Rising 2 Off the Record,789,45770.0,You are Frank West – photojournalist and original hero of the Dead Rising Willamette incident – taking center stage experiencing the re-imagined Fortune City outbreak.,https://steamcdn-a.akamaihd.net/steam/apps/45770/header.jpg?t=1554415193,https://store.steampowered.com/app/45770/Dead_Rising_2_Off_the_Record/
598,Wolfenstein The Old Blood,3492,350080.0,"Wolfenstein®: The Old Blood™ is a standalone prequel to the critically acclaimed first-person action-adventure shooter, Wolfenstein®: The New Order. This adventure spans eight chapters and features the hallmarks of MachineGames – thrilling action, immersive story, and intense FPS combat.",https://steamcdn-a.akamaihd.net/steam/apps/350080/header.jpg?t=1532652112,https://store.steampowered.com/app/350080/Wolfenstein_The_Old_Blood/
599,Aeon Command,81,304670.0,"Aeon Command is a tug of war strategy game, where you play as one of three unique factions to help gain dominance over the Aeon Nebula! Take control of your mother ship to gather resources, produce ships and fight off the enemy mother ship. Grow stronger as you progress through the 24 mission campaign and unlock new upgrades.",https://steamcdn-a.akamaihd.net/steam/apps/304670/header.jpg?t=1447362078,https://store.steampowered.com/app/304670
600,Star Wars The Force Unleashed II,2840,32500.0,"The Star Wars® Saga continues with Star Wars®: The Force Unleashed™ II, the highly anticipated sequel to the fastest-selling Star Wars game ever created.",https://steamcdn-a.akamaihd.net/steam/apps/32500/header.jpg?t=1542758452,https://store.steampowered.com/app/32500/STAR_WARS_The_Force_Unleashed_II/
601,Ionball 2  Ionstorm,1599,287120.0,"IonBall 2: Ionstorm is an arcade game with a modern 3D twist; re-live the joys and frustrations (in equal measure) of classics games such as Breakout and Arkanoid, in a no holds barred fast action game with stunning 3D environments, awesome effects and a thumping soundtrack.",https://steamcdn-a.akamaihd.net/steam/apps/287120/header.jpg?t=1447360857,https://store.steampowered.com/app/287120/Ionball_2_Ionstorm/
602,QuestRun,2345,286120.0,"Challenging and fast-paced with a modern twist on old school RPG battle systems, QuestRun is unlike anything you have played before.",https://steamcdn-a.akamaihd.net/steam/apps/286120/header.jpg?t=1447360792,https://store.steampowered.com/app/286120
603,Not The Robots,2079,257120.0,"You are a robot in an office building. You have to eat furniture and not get caught. A mysterious story unfolds.Not The Robots is this year’s most exciting Roguelike Stealth Furniture Eating Simulator. It’s a game with random levels, permadeath, and the goal of eating furniture - which is also your stealth cover.",https://steamcdn-a.akamaihd.net/steam/apps/257120/header.jpg?t=1447358895,https://store.steampowered.com/app/257120
604,Enemy Mind,1051,285840.0,"A retro shooter with a new power: the power to become any ship.Lost in the depths of space, you are a being of pure psychic energy with the uncanny power to take over and control anything you see in order to survive.Built for PC, Enemy Mind lets you battle your way through 70+ waves of challenging enemies.",https://steamcdn-a.akamaihd.net/steam/apps/285840/header.jpg?t=1447360786,https://store.steampowered.com/app/285840
605,Beatbuddy Tale of the Guardians,325,231040.0,"Awakened from his slumber, Beatbuddy journeys through lush hand-painted environments on a quest to save his companions and his own immortality. Beatbuddy interacts with the living breathing environment that pulses to the beat of an original soundtrack, aiding him as he unlocks new paths and solves puzzles.",https://steamcdn-a.akamaihd.net/steam/apps/231040/header.jpg?t=1513335686,https://store.steampowered.com/app/231040/Beatbuddy_Tale_of_the_Guardians/
606,"Warhammer 40,000 Dawn of War - Game of the Year Edition",3434,4570.0,"Prepare yourself for the grim, dark future of the 41st millennium, where alien races battle mankind for galactic domination in a universe of unending war. Personalize your armies with a revolutionary unit customization tool that gives you the ability to choose your armies insignias, banners, squad colors and names.",https://steamcdn-a.akamaihd.net/steam/apps/4570/header.jpg?t=1528131594,https://store.steampowered.com/app/4570/Warhammer_40000_Dawn_of_War__Game_of_the_Year_Edition/
607,Heavy Fire Afghanistan,1480,305980.0,"Heavy Fire: Afghanistan is a super fast playing on-rails shooter set in modern-day Afghanistan featuring tanks, assault vehicles and helicopters. The game offers 60 awards, one machine co-op for up to four, Steam Cloud, Leaderboards and Trading Cards.",https://steamcdn-a.akamaihd.net/steam/apps/305980/header.jpg?t=1479248268,https://store.steampowered.com/app/305980/Heavy_Fire_Afghanistan/
608,Prime World Defenders,2281,235360.0,"Fight off hordes of monstrous mutants created from a strange cataclysmic event in the new tower defense game, Prime World: Defenders. Join a group of exile treasure hunters who have ventured into the capital of an ancient empire, vast with mystery and danger.",https://steamcdn-a.akamaihd.net/steam/apps/235360/header.jpg?t=1553521702,https://store.steampowered.com/app/235360/Prime_World_Defenders/
609,Alien Breed Impact,126,22610.0,Experience the explosive science fiction arcade-shooter that resurrects a much revered franchise in an epic single player and co-op multiplayer campaign.,https://steamcdn-a.akamaihd.net/steam/apps/22610/header.jpg?t=1447352829,https://store.steampowered.com/app/22610/Alien_Breed_Impact/
610,Anna - Extended Edition,170,217690.0,Anna - Extended Edition has been given an overhaul based on the feedback of the thousands of players of the original Anna.,https://steamcdn-a.akamaihd.net/steam/apps/217690/header.jpg?t=1447356368,https://store.steampowered.com/app/217690
611,Battlepaths,317,296050.0,"Battlepaths is a loot-centric and addictive 2D-RPG featuring neat monster hacking, an excellent loot system, and great variety in character development. Learn skills, use powerfull potions, and hunt down the Chaos Overlord.",https://steamcdn-a.akamaihd.net/steam/apps/296050/header.jpg?t=1532942715,https://store.steampowered.com/app/296050
612,Deus Ex The Fall,855,258180.0,"OVERVIEW:Deus Ex: The Fall is set in 2027– a golden era for science, technology and human augmentation, but also a time of great social divide and global conspiracy. Powerful corporations have seized control from governments and command the drug supply needed by augmented humans to survive.",https://steamcdn-a.akamaihd.net/steam/apps/258180/header.jpg?t=1530642056,https://store.steampowered.com/app/258180/Deus_Ex_The_Fall/
613,Uriel's Chasm,3353,292630.0,The death of everything,https://steamcdn-a.akamaihd.net/steam/apps/292630/header.jpg?t=1484923719,https://store.steampowered.com/app/292630
614,Racer 8,2378,292380.0,Racer 8 is the ultimate Rally inspired puzzle game that will have players revving their engines or leave them running on fumes!,https://steamcdn-a.akamaihd.net/steam/apps/292380/header.jpg?t=1447361158,https://store.steampowered.com/app/292380
615,Blaster Shooter GunGuy!,366,391740.0,Blaster Shooter GunGuy is a 2D action rage platformer. Similar in nature to games such as IWBTG. But also inspired by Mega Man and Mega Man X.,https://steamcdn-a.akamaihd.net/steam/apps/391740/header.jpg?t=1451887113,https://store.steampowered.com/app/391740
616,Swipecart,2943,295930.0,"Swipecart is a physics powered mine cart racing game that rewards patience and skill. It combines vehicle physics with clever and challenging level design. Compete for the fastest times across 60 official tracks and 3 deadly mountains, or create your own.",https://steamcdn-a.akamaihd.net/steam/apps/295930/header.jpg?t=1447361510,https://store.steampowered.com/app/295930
